"module_id","module","effect_measure","tau_squared_method","confidence_interval_method","analysis_scope","omitted_cohort","k","pooled_standardized_mean_difference","ci_lower","ci_upper","hksj_test_statistic","hksj_degrees_freedom","hksj_p_value","tau_squared","I_squared_percent","Cochran_Q","Cochran_Q_degrees_freedom","Cochran_Q_p_value","prediction_interval_lower","prediction_interval_upper","fit_control_note"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE230809_discovery",5,0.392001410524994,-0.721553185833734,1.50555600688372,0.977383956782786,4,0.383720720086002,0.22909116136015,25.3490208468443,5.01099990447344,4,0.286170697385646,-1.3417767844971,2.12577960554709,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE244889_directional",5,0.614493699538935,-0.6838787841319,1.91286618320977,1.31403587623495,4,0.259124585477599,0.610184226999866,50.482248701583,8.13433466739034,4,0.0867794545963396,-1.91324564122962,3.14223304030749,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE153066_support",5,1.16619522089056,0.0600339665792435,2.27235647520187,2.92712929523329,4,0.0429366423303891,0.0674458946206631,7.66058094950291,3.98302613938369,4,0.408307885878558,-0.154224917642463,2.48661535942358,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE165722_score_level",5,0.752811060056024,-0.716603675296322,2.22222579540837,1.4224293064069,4,0.227974395895452,0.839684301126775,56.8173227802703,9.56070460631168,4,0.0485147370629435,-2.18521717122322,3.69083929133527,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE186542_external_count_support",5,0.887429209111903,-0.539500038736783,2.31435845696059,1.72671384202335,4,0.1592937000652,0.821911571959367,57.1272009929381,9.71886171863489,4,0.0454392784703576,-2.00600363075286,3.78086204897667,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE167931_external_fpkm_support",5,0.883508067906093,-0.592900736223401,2.35991687203559,1.66147183874791,4,0.171954535215568,0.890459298120148,56.4645631570847,9.80476796040087,4,0.0438479353145248,-2.1238196046162,3.89083574042838,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE230809_discovery",5,0.594875584093305,-0.170133964806565,1.35988513299318,2.1589788075622,4,0.0970000392405433,0,0,2.51934304371013,4,0.641175503293998,-0.170133964806565,1.35988513299318,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE244889_directional",5,0.430758700031402,-0.601400801666565,1.46291820172937,1.15871421253798,4,0.311036769176011,0.129543282764456,16.7636803374357,4.43732164220756,4,0.350044341640243,-1.00588904026123,1.86740644032404,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE153066_support",5,0.0825452727956837,-0.674807570651381,0.839898116242748,0.302609834496266,4,0.777270849673097,0,0,1.98663690429398,4,0.738216868083176,-0.674807570651381,0.839898116242748,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out post hoc exploratory sensitivity","GSE165722_score_level",5,0.468156355645846,-0.551252108648479,1.48756481994017,1.27506339963532,4,0.271312127406335,0.102613497778074,13.5180720945647,4.24502318997545,4,0.373859986760756,-0.884694298418529,1.82100700971022,"metafor REML maxiter=10000; all other control values default"
