"module_id","module","effect_measure","tau_squared_method","confidence_interval_method","analysis_scope","omitted_cohort","k","pooled_standardized_mean_difference","ci_lower","ci_upper","hksj_test_statistic","hksj_degrees_freedom","hksj_p_value","tau_squared","I_squared_percent","Cochran_Q","Cochran_Q_degrees_freedom","Cochran_Q_p_value","prediction_interval_lower","prediction_interval_upper","fit_control_note"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE230809_discovery",5,0.735922806175255,-1.71065604143663,3.18250165378714,0.835145482845622,4,0.450614693457555,0.830376457207446,46.4816366754997,11.4728194331558,4,0.0217338871521809,-2.78356968477715,4.25541529712766,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE244889_directional",5,0.954651202892754,-1.69156338023136,3.60086578601687,1.00163330530571,4,0.373200319942616,1.2825067752117,61.3233179381211,14.3814586611685,4,0.00617203677998656,-3.15495269123119,5.0642550970167,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE153066_support",5,1.54992098271002,-0.27606198662638,3.37590395204641,2.35668710943809,4,0.0779441541942221,0.0143514001263667,1.21349013498386,7.91600328370271,4,0.0947040155264668,-0.306108027810915,3.40594999323095,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE165722_score_level",5,1.2189829207911,-1.72523422586902,4.16320006745123,1.14952090663198,4,0.314397712992845,1.81739801301883,67.2616614512636,15.7020725299674,4,0.00344613584450174,-3.54316944077969,5.9811352823619,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE186542_external_count_support",5,1.36498884747395,-1.42394588843765,4.15392358338555,1.35887604518644,4,0.245760248794737,1.64284716098048,66.0747891365643,15.6503852548324,4,0.00352603172582377,-3.15632583895266,5.88630353390056,"metafor REML maxiter=10000; all other control values default"
"ecm_collagen_remodeling","ECM / collagen remodeling","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE245147_external_native_comparison_support",5,0.883508067906093,-0.592900736223401,2.35991687203559,1.66147183874791,4,0.171954535215568,0.890459298120148,56.4645631570847,9.80476796040087,4,0.0438479353145248,-2.1238196046162,3.89083574042838,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE230809_discovery",5,0.649759712733994,-0.885548146369054,2.18506757183704,1.17502308301148,4,0.305156378976034,0.0515961116232178,5.89706468513279,7.77612174501623,4,0.100132076718253,-1.01003137504852,2.3095508005165,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE244889_directional",5,0.472230209946944,-1.55265386905599,2.49711428894988,0.647504352732786,4,0.552592584400869,0.485786417568788,36.1136683074274,9.79097174776031,4,0.0440998489399326,-2.32864675074228,3.27310717063617,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE153066_support",5,0.00975368236835919,-1.64461765475915,1.66412501949587,0.016369096261245,4,0.987723863077015,4.46868062797482e-06,0.000432479508894412,7.26966865434549,4,0.122305425791991,-1.64462806577579,1.6641354305125,"metafor REML maxiter=10000; all other control values default"
"inflammatory_nfkb","Inflammatory / NF-kB","SMDH (heteroscedastic standardized mean difference)","REML","Knapp-Hartung","leave-one-cohort-out source-family replacement sensitivity","GSE165722_score_level",5,0.50712375662764,-1.50107173784133,2.51531925109661,0.701127592256972,4,0.521866942795669,0.454267473326074,33.9859962881721,9.57866060000495,4,0.0481558005316616,-2.23780555598485,3.25205306924013,"metafor REML maxiter=10000; all other control values default"
